name,label
rufous/00000109.jpg,rufous
rufous/00000173.jpg,rufous
rufous/00000059.jpg,rufous
rufous/00000139.jpg,rufous
rufous/00000068.jpg,rufous
rufous/00000096.jpg,rufous
rufous/00000061.jpg,rufous
rufous/00000117.jpg,rufous
rufous/00000103.jpg,rufous
rufous/00000042.jpg,rufous
rufous/00000192.jpg,rufous
rufous/00000148.jpg,rufous
rufous/00000126.jpg,rufous
rufous/00000122.jpg,rufous
rufous/00000088.jpg,rufous
rufous/00000003.jpg,rufous
rufous/00000157.jpg,rufous
rufous/00000176.jpg,rufous
rufous/00000005.jpg,rufous
rufous/00000029.jpg,rufous
rufous/00000181.jpg,rufous
rufous/00000032.jpg,rufous
rufous/00000175.jpg,rufous
rufous/00000106.jpg,rufous
rufous/00000044.jpg,rufous
rufous/00000142.png,rufous
rufous/00000174.jpg,rufous
rufous/00000011.jpg,rufous
rufous/00000168.jpg,rufous
rufous/00000067.jpg,rufous
rufous/00000196.jpg,rufous
rufous/00000147.jpg,rufous
rufous/00000035.jpg,rufous
rufous/00000161.jpg,rufous
rufous/00000119.jpg,rufous
rufous/00000009.jpg,rufous
rufous/00000198.jpg,rufous
rufous/00000143.jpg,rufous
rufous/00000191.jpg,rufous
rufous/00000101.jpg,rufous
rufous/00000179.jpg,rufous
rufous/00000121.jpg,rufous
rufous/00000107.jpg,rufous
rufous/00000033.jpg,rufous
rufous/00000128.jpg,rufous
rufous/00000080.jpg,rufous
rufous/00000132.jpg,rufous
rufous/00000016.jpg,rufous
rufous/00000052.jpg,rufous
rufous/00000046.jpg,rufous
rufous/00000145.jpg,rufous
rufous/00000114.jpg,rufous
rufous/00000079.jpg,rufous
rufous/00000141.jpg,rufous
rufous/00000093.jpg,rufous
rufous/00000108.png,rufous
rufous/00000082.jpg,rufous
rufous/00000089.jpg,rufous
rufous/00000167.jpg,rufous
rufous/00000022.jpg,rufous
rufous/00000134.jpg,rufous
rufous/00000092.jpg,rufous
rufous/00000028.jpg,rufous
rufous/00000078.jpg,rufous
rufous/00000091.jpg,rufous
rufous/00000069.jpg,rufous
rufous/00000144.jpg,rufous
rufous/00000086.jpg,rufous
rufous/00000189.jpg,rufous
rufous/00000053.png,rufous
rufous/00000104.jpg,rufous
rufous/00000172.jpg,rufous
rufous/00000102.jpg,rufous
rufous/00000084.jpg,rufous
rufous/00000026.jpg,rufous
rufous/00000183.jpg,rufous
rufous/00000038.jpg,rufous
rufous/00000039.jpg,rufous
rufous/00000133.jpg,rufous
rufous/00000149.png,rufous
rufous/00000186.jpg,rufous
rufous/00000075.jpg,rufous
rufous/00000010.jpg,rufous
rufous/00000013.jpg,rufous
rufous/00000014.jpg,rufous
rufous/00000180.jpg,rufous
rufous/00000136.jpg,rufous
rufous/00000066.jpg,rufous
rufous/00000062.jpg,rufous
rufous/00000131.jpg,rufous
rufous/00000001.jpg,rufous
rufous/00000019.jpg,rufous
rufous/00000095.jpg,rufous
rufous/00000085.jpg,rufous
rufous/00000127.jpg,rufous
rufous/00000081.jpg,rufous
rufous/00000002.jpg,rufous
rufous/00000199.jpg,rufous
rufous/00000017.jpg,rufous
rufous/00000094.jpg,rufous
rufous/00000037.jpg,rufous
rufous/00000146.jpg,rufous
rufous/00000098.jpg,rufous
rufous/00000050.jpg,rufous
rufous/00000064.jpg,rufous
rufous/00000116.jpg,rufous
rufous/00000135.jpg,rufous
rufous/00000023.jpg,rufous
rufous/00000171.jpg,rufous
rufous/00000193.jpg,rufous
rufous/00000049.jpg,rufous
rufous/00000054.jpg,rufous
rufous/00000111.jpg,rufous
rufous/00000012.jpg,rufous
rufous/00000163.jpg,rufous
rufous/00000048.jpg,rufous
rufous/00000051.jpg,rufous
rufous/00000158.jpg,rufous
rufous/00000164.jpg,rufous
rufous/00000165.jpg,rufous
rufous/00000166.jpg,rufous
rufous/00000063.jpg,rufous
rufous/00000138.jpg,rufous
rufous/00000006.jpg,rufous
rufous/00000024.jpg,rufous
rufous/00000090.jpg,rufous
rufous/00000030.jpg,rufous
rufous/00000000.jpg,rufous
